57.798030948,84.4294330328,780475.971916
80.4503750287,66.3917106729,753336.024894
98.7151825661,39.4325425879,603083.856975
62.7655101658,99.4216339124,779289.687349
85.2886477246,68.7001688014,760655.635629
89.7445359819,51.0242179651,668701.045261
94.6102004497,85.3465183061,635631.935376
96.7193026068,75.1655752837,1206170.90501
99.0882396267,88.9113066095,838285.764397
88.7685985025,52.028226873,682604.579708
53.9755701041,95.6734673883,694547.540313
64.187284389,91.1888724237,889490.381622
96.668501199,79.8527362144,694555.054198
93.9659411156,70.6877349101,732805.385284
93.5679743923,53.5700705007,865878.653138
66.8805268611,94.0986454988,639001.776039
62.3053186278,93.1890707341,1331496.07016
96.52026228,47.5335082268,811760.992356
65.394385071,74.6934140586,747846.277489
71.9801969352,86.8072664533,611891.562883
97.6787990094,87.4076163351,947707.207254
89.9006028378,94.8300780672,747182.903301
81.3849413131,68.2677811108,820039.427211
87.0712282299,84.3944207386,871970.98826
57.1094191872,95.4302336055,854185.806412
78.6995892442,82.1971007124,1195307.65214
94.8361194575,91.0340264776,608043.854693
60.2110987173,60.2941014656,744217.655884
94.045019919,74.6407953641,871342.437856
77.7124765112,70.1230342141,973715.278539
79.236560693,96.9396196063,908112.43293
97.0839491569,78.7824048843,831481.28287
92.9560208898,82.917922164,1203730.88103
67.5513203964,62.3134323054,684522.021481
63.8875500148,77.4858733455,743866.696483
98.861138987,56.3772844058,609304.935908
86.1484847527,93.0240773537,840060.011654
90.0908561565,96.5252441372,647766.265873
73.4910700915,51.1237709191,639607.449367
95.4089714405,79.8520815881,619666.079595
88.5162509278,86.7595456019,941018.069501
89.0285854766,75.0186689314,1401241.46946
89.1879443471,97.5761542264,801181.648389
88.5798236281,94.2892858843,606434.476952
79.6413135182,83.7935196103,891974.991112
94.5825607458,98.9708526827,750627.653138
82.1491323979,75.5175605512,621708.949746
89.7155848495,56.6246953745,872670.069253
96.2131875771,58.1525476018,662464.027582
88.5293996597,89.8588881547,724162.844892
42.3822655246,63.4146342207,615830.428024
84.8883975074,89.2757691624,723604.063522
96.1428250086,71.3247075163,627786.008926
82.8064777181,48.2812050291,631768.087366
70.4473576094,90.9978784784,911863.354322
74.0586380078,98.649953834,964946.868761
73.2685669944,90.4640931612,776462.479332
81.7197231159,86.3505773624,783482.431975
73.3388054465,97.7209414277,670643.518657
82.4660867035,79.4097079334,667401.987639
93.5617983835,46.395720106,615939.543611
94.3775132098,56.2838750255,656140.555066
76.9052342844,92.706546906,765302.182394
67.9891849371,84.3108212261,670921.712698
85.8692223792,99.5977335435,1091676.58627
57.3757784551,91.9403217862,692217.501658
79.5104512332,60.3186759307,850962.076903
63.3754416416,94.8376448605,782208.896052
67.2918081181,86.393162613,880438.003543
87.5410068924,45.4064817135,646420.089482
94.0330300071,34.8240659781,813035.149408
86.1950165771,94.2348843354,765763.41766
95.2468195453,83.4520931423,1053316.2563
66.0659859273,82.5546878306,853902.067524
88.6962421309,99.8704865709,709978.862445
72.4218396661,58.1997422578,626596.745119
78.1132920487,98.3706663435,784271.124896
89.2833056412,89.5588429636,1269208.32005
73.7217879982,79.0546014591,962292.586267
74.2791261312,94.2982029454,625421.955084
73.6305718318,97.7951257981,1081370.64231
85.4286957104,71.3841430958,1042124.17313
94.8021281157,98.4267094362,658449.805341
97.8434777186,87.7289518567,997132.932269
94.6032894574,86.4863840346,1528282.0605
99.6973472213,86.3870106347,703587.322491
96.0386322385,92.6458570398,724962.759156
84.5533460407,48.4490527813,648321.356704
75.022647345,89.7788515536,784122.375577
94.5695532978,70.9720249869,927092.624671
98.7304841416,84.2692325781,1121083.95348
80.2771335672,75.9257518339,674171.090001
92.9470829883,92.8610336309,771877.896246
90.0176454923,94.387929054,716500.023976
96.7145309543,94.4186246003,1054364.73356
68.4207547613,75.4837315082,633696.892914
85.5203909328,90.5134892367,853327.992118
99.7580081968,95.3025620813,704533.946535
79.8301905824,90.5353484046,647539.993538
95.4377389783,78.5523921623,660535.546645
48.0451993842,99.5340248374,858429.352443
